Date	Title	Description	Code 1	Code 2
2024-10-27T21:22:31Z	The Obamas Campaign for Kamala Harris	Emily Witt on the Kamala Harris campaign’s efforts to bolster support among young Black men, with the help of Barack and Michelle Obama, ahead of the 2024 Presidential election		
2024-10-28T06:00:00Z	Kamala Harris now supports nationwide legalization of recreational marijuana use â a strategic move to gain more votes	Vice President Kamala Harris said she does not use marijuana-infused “gummies” to manage the stress of her presidential campaign against former President Donald Trump. During a town hall in Royal Oak, Michigan on Oct. 21, the vice president was asked about st…		
2024-11-03T04:25:00Z	‘SNL’ Cold Open: The Real Kamala Harris Gives Herself a Pep Talk	"""You can do something your opponent cannot do. You can open doors,"" the VP tells Maya Rudolph"		
2024-10-12T16:52:22Z	‘Wholly Unqualified’: Trump Campaign Responds To Kamala Harris Medical Report Release	Vice President and Democratic Presidential nominee Kamala Harris released her medical record Saturday.		
2024-10-23T10:00:15Z	What Kamala Harris Needs to Do to Win Over More Black Men	“You’re going to pick on Black men and blame us for everything. What did you deliver to Black men in the past four years?”		
2024-10-22T19:18:53Z	Kamala Harris Secures Coveted Violent J Endorsement	Election Day is two weeks away, and we all have the same question on our minds: Who is Violent J voting for? Lucky for us, Troy Iwata trekked to the Gathering Of The Juggalos in August and found out who the Insane Clown Posse member and his fans will be casti…		
2024-10-22T15:56:05Z	Feeling Anxious About The Election? Kamala Harris Has Advice	In Royal Oak, Michigan, Maria Shriver met with Liz Cheney and Kamala Harris and asked the Vice President how she's handling the anxiety surrounding the upcoming November election. The two joked about gummies, and then Harris explained that, like most of us, s…		
2024-11-03T17:29:29Z	Kamala Harris' new lead in top Iowa poll could bode well for her in some key swing states	A new Iowa poll shows Harris ahead of Trump by three points, a major shift in a state that has voted red in the past two presidential elections.		
2024-11-01T00:58:36Z	‘Couch Potato Voters’ Could Help Trump Defeat Kamala Harris: Top Pollster	"On ""Forbes Newsroom,"" HarrisX Founder and CEO Dritan Nesho discussed a new HarrisX/Forbes Poll showing a statistically tied race for the presidency between vice president Kamala Harris and former president Donald Trump."		
2024-10-22T22:41:59Z	Full transcript: Vice President Kamala Harris interviewed by NBC News' Hallie Jackson	Vice President Kamala Harris was interviewed Tuesday by NBC News' Hallie Jackson at the Naval Observatory in Washington, D.C.		
2024-10-24T00:12:36Z	CBS News Attorney Responds To Donald Trump Lawsuit Threat Over Kamala Harris’ ’60 Minutes’ Interview: “No Private Right Of Action Exists”	An attorney for CBS News responded to a legal threat from Donald Trump’s team, writing that there was “no legal basis” for a demand that the network turn over an unedited transcript of a 60 Minutes interview with Kamala Harris. Trump has called for CBS to los…		
2024-10-11T18:36:00Z	Why Kamala Harris needs more support among Hispanic men	Vice President Kamala Harris is in Arizona vying for support among Hispanic men as they remain a key voting group in battleground states. CBS News' Weijia Jiang has more on the 2024 election.		
2024-10-18T18:39:24Z	Donald Trump, Not at All Worried About Losing the Election, Demands Kamala Harris Be “Forced Off the Campaign”	With 18 days to go, he’s begging for Joe Biden to come back.		
2024-10-19T12:00:55Z	Kamala Harris Leading in Three Must-Win Rust Belt States: Poll	The two candidates were tied in Pennsylvania in a head-to-head race, while Harris was ahead by 1 point with third-party candidates included.		
2024-10-11T07:53:57Z	[Removed]	[Removed]		
2024-10-30T18:30:49Z	Is Kamala Harris 'Giving Up' On North Carolina? What We Know	"One of Donald Trump's top political strategists has claimed the Kamala Harris presidential campaign is ""giving up on North Carolina"" after it was reported they had canceled over $1,700,000 of reserved television advertising in the battleground state.
On Tuesd…"		
2024-10-14T20:21:29Z	Kamala Harris promises ‘opportunity’ for Black men amid waning support	With less than a month before the US presidential elections, Democrats fear declining support in important demographic.		
2024-10-26T02:28:13Z	Beyoncé Speaks on Her 3 Kids at Kamala Harris Rally in Houston	"Beyoncé is returning to her roots. 
The “Texas Hold ‘Em” singer recently stepped out for a surprise appearance at Vice President Kamala Harris’ rally in her hometown of Houston. 
""I'm not here as..."		
2024-11-03T00:18:44Z	Kamala Harris May Flip State Donald Trump Won Twice, New Poll Suggests	A new poll from the Des Moines Register found a surprising reversal of fortunes for Donald Trump in a state he handily won twice.		
2024-10-25T21:47:23Z	New Polls Show Kamala Harris' Chances of Winning Michigan	"The battle for Michigan remains extremely close between Vice President Kamala Harris and former President Donald Trump, although a handful of polls in recent weeks have shown positive signs for Democrats.
The Great Lakes State is among a handful of contests t…"		
2024-10-21T17:23:20Z	Fox News’ Bret Baier Defends Combative Kamala Harris Interview, Would “Love” to Have Her on Again	The network’s chief political anchor speaks to Vanity Fair about his sit-down with the Democratic nominee, which drew big ratings—and controversy—and provided fodder for SNL.		
2024-10-26T03:06:48Z	Beyoncé Introduces Kamala Harris at Houston Rally: Watch	The musician delivered her speech beside her former Destiny’s Child bandmate Kelly Rowland		
2024-10-27T10:22:05Z	Trump courts Muslim voters as Kamala Harris holds rival rally in Michigan	Donald Trump appealed to Muslim voters in the battleground state of Michigan as Michelle Obama endorsed Kamala Harris.		
2024-10-13T12:16:34Z	Poll: Latino Voters Abandoning Kamala Harris as Donald Trump Builds Support	"Vice President Kamala Harris is trailing the past three Democratic candidates for the White House among Latino voters as former President Donald Trump is building his support among the critical group, a survey released Sunday shows.
The post Poll: Latino Vote…"		
2024-11-03T04:25:20Z	Kamala Harris Makes Surprise Appearance on 'Saturday Night Live'	"Vice President Kamala Harris made an unexpected detour to New York City, joining NBC's Saturday Night Live for the long-running comedy sketch show's final episode before Election Day.
The surprise appearance, which came after Harris departed Charlotte, North …"		
2024-10-31T17:48:06Z	Final Poll Flips to Donald Trump in Four-Point Swing From Kamala Harris	"Donald Trump has overtaken Kamala Harris in the final DailyMail.com/J.L. Partners national poll before Election Day, with a three-point lead over the vice president.
The poll, released Thursday, showed Trump with 49 percent support among likely voters, while …"		
2024-10-16T23:02:52Z	Kamala Harris Spars With Fox News’ Bret Baier In Heated Interview: ‘Joe Biden Is Not On The Ballot’	Harris’ heated interview with Fox News covered topics like immigration and her record as vice president.		
2024-10-20T09:00:02Z	‘I Would Rather Be Kamala Harris Than I Would Donald Trump’	Jim Messina managed Barack Obama’s re-election campaign and is wired into the Kamala Harris effort against Donald Trump. He sees 2024 coming down to how women, especially white-working class women, vote in the first presidential election since Dobbs.		
2024-11-03T04:22:36Z	Kamala Harris makes surprise appearance on SNL... Developing...	"Kamala Harris makes surprise appearance on SNL... Developing...

 
 
 
 (Top headline, 1st story, link)

 

 

 
 Related stories:MELTDOWN: THE DON SEETHING; THREATENS TO 'KNOCK PEOPLE OUT'...
VIDEO...
'MY BEAUTIFUL WHITE SKIN'...
SIMULATES ORAL SEX ON…"		
2024-10-30T14:03:26Z	Black, Latino, Women Healthcare Leaders Sign Letters In Support Of Kamala Harris	"More than two dozen Black and Latino health tech leaders have endorsed Kamala Harris for president. Another group of over 500 women healthcare leaders has also come out in support of Harris.
The post Black, Latino, Women Healthcare Leaders Sign Letters In Sup…"		
2024-10-13T21:52:34Z	'We're Not Voting for Kamala': Black Male Voters Slam Obama's Shame Tactics for Not Supporting Harris	Black conservative men have responded to former President Barack Obama's claims that they do not support Vice President Kamala Harris's campaign due to sexism, slamming him for not accurately representing the black community and for trying to shame them into …		
2024-10-24T20:39:49Z	What the Justice Department could look like under a Kamala Harris presidency	Kamala Harris’s team is quietly considering potential nominees for attorney general to lead the Justice Department if she beats Donald Trump in the 2024 election.		
2024-10-24T19:31:54Z	CNN’s Kamala Harris Town Hall Drew At Least 3.2 Million Viewers, Early Numbers Show	CNN’s town hall with Kamala Harris drew at least 3.2 million viewers, giving the network a big bounce from its regular audience in the 9 p.m. time period. The viewership likely will rise when final numbers come in later this afternoon. That figure is still we…		
2024-10-16T15:17:06Z	Kamala Harris Agrees With Charlamagne That Trump's Vision for America Is “Fascism”	The former president’s plans would “destroy our democracy,” the veep said, calling Trump a “weak” man who cozies up to dictators like Vladimir Putin.		
2024-10-21T14:19:00Z	Let's compare Donald Trump and Kamala Harris on AI, crypto, and Big Tech	It’s not surprising that technology regulation is an important issue in the 2024 presidential campaign.Read more...		
2024-10-18T13:48:05Z	Kamala Harris’ Fox News Interview Is Most-Watched Of The ‘24 Campaign	The interview made headlines for Harris' choice to appear on Fox News—and for the often contentious back and forth between Harris and Bret Baier.		
2024-10-17T18:04:39Z	Mark Cuban will campaign for Kamala Harris in 3 key swing states	Billionaire Mark Cuban will appear on Kamala Harris' behalf in three swing states by the end of the week.		
2024-10-16T04:03:35Z	Michigan Firefighters Union Declines to Endorse Kamala Harris in Presidential Election	"The Michigan Professional Fire Fighters Union (MPFFU) declined to endorse Vice President Kamala Harris in the upcoming presidential election.
The post Michigan Firefighters Union Declines to Endorse Kamala Harris in Presidential Election appeared first on Bre…"		
2024-10-17T11:30:39Z	Donald Trump’s friendly Fox News town hall vs. Kamala Harris’ unfriendly Fox News interview	"Well, that went down about as you would expect. Donald Trump did a town hall on Fox News that looked like a campaign rally. Kamala Harris did an interview on […]
The post Donald Trump’s friendly Fox News town hall vs. Kamala Harris’ unfriendly Fox News interv…"		
2024-10-31T06:15:15Z	Arnold Schwarzenegger has endorsed Kamala Harris for president	Schwarzenegger served as the governor of California from 2003 to 2011. He said he is frustrated with both parties, and does not trust either, but felt compelled to speak out.		
2024-10-20T12:10:01Z	Kamala Harris publicly agrees with protestor accusing Israel of genocide: 'What he's talking about, it's real' (Jon Levine/New York Post)	"Jon Levine / New York Post:
Kamala Harris publicly agrees with protestor accusing Israel of genocide: 'What he's talking about, it's real'  —  Vice President Harris publicly agreed with a protestor this week who interrupted her to accuse Israel of committing …"		
2024-10-25T21:00:00Z	Beyoncé & Kamala Harris on stage together in Houston and it is “epic”	Vice President Kamala Harris brings out global superstar and Houston native Beyoncé to campaign with her as she makes a stop in the city with less than two weeks to go before Election Day.		
2024-10-14T16:55:26Z	"Busted: Kamala Harris Plagiarized ""At Least A Dozen Sections"" Of Book On Crime"	"Busted: Kamala Harris Plagiarized ""At Least A Dozen Sections"" Of Book On Crime
 
Kamala Harris' plagiarism apparently goes far beyond Trump and Biden's economic plans.
In a Monday thread on X by investigative journalist Christopher Rufo, we learn that famed A…"		
2024-10-29T00:30:05Z	TMZ TV Hot Takes: Kelly Rowland Upstages Beyoncé at Kamala Harris Rally	"Kamala Harris brought out the big guns for a big rally in Texas ... but it was Kelly Rowland, and not Beyoncé, who stole the show ... at least that's the takeaway from our ""TMZ on TV"" crew. Kelly introduced Beyoncé, who introduced Kamala in…"		
2024-10-25T18:00:00Z	How Alpha Kappa Alpha Shaped Kamala Harris	On the New Yorker Radio Hour, David Remnick speaks with Jazmine Hughes about Kamal Harris’s membership in Alpha Kappa Alpha, the nation’s oldest Black sorority.		
2024-11-01T12:30:00Z	Michael Bloomberg voted for Kamala Harris 'without hesitation' — and slammed Trump's 'ignorance'	Billionaire and major Democratic donor Michael Bloomberg said he voted for Vice President Kamala Harris “without hesitation,” accusing former President Donald Trump of making the U.S. look like a banana republic.Read more...		
2024-10-20T03:58:02Z	SNL Video: Alec Baldwin’s Bret Baier Grills Kamala Harris for Fox News	Saturday Night Live brought back a familiar face to poke fun at Kamala Harris’ contentious sit-down with Fox News. Alec Baldwin, who’s hosted SNL more than anyone else and played Donald Trump during the 2016 election season, returned to Studio 8H to play Fox …		
2024-10-13T17:14:05Z	Trump rallygoer cites Christian faith for why he won't back 'hoe' Kamala Harris	"A supporter of former President Donald Trump cited his Christian faith while wearing a T-shirt that discouraged voting for Vice President Kamala Harris, calling her a ""hoe"" (sic).Ahead of a Sunday rally in Arizona, RSBN host Mike Fortin spoke to the young man…"		
2024-10-30T02:44:56Z	Kamala Harris sharpens her campaign message in primetime Washington speech	"The News
Kamala Harris summed up her campaign pitch with the largest rally of the cycle — at the White House ellipsis, with the office she wants to take over glowing right behind her.
“My presidency will be different because the challenges we face are differe…"		
2024-10-25T12:09:10Z	[Removed]	[Removed]		
2024-11-03T13:39:25Z	Chappell Roan Debuts New Song & Kamala Harris Stops By On John Mulaney Led ‘SNL’	Mulaney has been a favorite host at Studio 8H and appeared with Chappell Roan and VP Kamala Harris.		
2024-10-28T22:00:04Z	Kamala Harris is fighting for us—it's time we stand up and fight for her	As a proud Black man, a gay man, and someone who has survived and spoken out against sexual violence, I want to talk to my community—Black men, Black gay men, and the LGBTQ+ family. We're not going back, so we need to rally behind Vice President Kamala Harris.		
2024-10-14T16:26:49Z	Kamala Harris to Back Crypto Reg Framework in Speech Today, Campaign Says	Vice President and Democratic nominee Kamala Harris will announce her support for a regulatory framework for crypto as part of a speech targeting Black Men, her campaign announced Monday morning.		
2024-10-11T16:38:00Z	Kamala Harris juggling campaign, VP duties amid Hurricane Milton response	Vice President Kamala Harris is working to secure votes campaign trail while also taking part in the Biden administration's response to Hurricane Milton. CBS News senior White House correspondent Weijia Jiang has more.		
2024-10-14T16:14:53Z	Kamala Harris To Sit Down With Fox News’ Bret Baier For First Formal Interview On Network	Kamala Harris will sit down with Fox News’ Bret Baier for her first formal sit-down interview with the network ever. The interview will be conducted in Pennsylvania and will air on Special Report with Bret Baier at 6 p.m. ET. Baier is the network’s chief poli…		
2024-10-21T20:08:41Z	Kamala Harris Isn’t Repeating the Mistakes of 2016	Donald Trump might still win, but it won’t be for Democrats’ lack of a well-organized campaign.		
2024-10-31T03:18:00Z	‘Grotesquerie’ Star Niecy Nash-Betts Unpacks Finale, Shares Hopes For Season 2 & Explains Why Lois Is “One And The Same” With VP Kamala Harris	SPOILER ALERT! This post contains details from the finale of FX’s Grotesquerie. It looks like Lois may never be making it to Florida after all. The finale of FX’s Grotesquerie felt, in some ways, like the 10 episodes came full circle, with Niecy Nash-Betts pu…		
2024-10-29T14:05:48Z	Kamala Harris On Führer Trump's MSG Rally: 'More Vivid Than Usual'	"Vice President Kamala Harris was asked to expound on her criticisms of Trump's hateful campaign rally at Madison Square Garden Sunday while at Joint Base Andrews in Maryland earlier Monday.
Harris explained that this horrific rally with its racism and hatred …"		
2024-11-02T10:00:00Z	Key Moments from the Donald Trump–Kamala Harris 2024 Presidential Election	Major milestones in the campaign also involving Joe Biden, J. D. Vance, Tim Walz, Robert F. Kennedy, Jr., debates, assassination attempts, and the party conventions.		
2024-10-31T15:17:08Z	Will Taylor Swift Appear at Kamala Harris' Pennsylvania Rally? What We Know	"Rumors are circulating on social media that Taylor Swift could appear at a rally that Vice President Kamala Harris is reportedly holding in Pennsylvania on the eve of Election Day.
Harris will be holding a rally in front of the iconic Philadelphia Museum of A…"		
2024-10-22T22:43:17Z	Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Microsoft’s Bill Gates, Steve Ballmer Weigh In (Update)	Bill Gates reportedly donated $50 million to a PAC backing Harris, a surprise move for the historically nonpartisan Microsoft cofounder.		
2024-10-29T23:57:05Z	Don Omar Endorses Kamala Harris, Calls Trump ‘Truly Worrying’	"""Trump has made it clear, time and again, what he thinks of us,"" the Puerto Rican artist writes, days after racist remarks about the country were made at a Trump rally in New York"		
2024-10-19T19:13:11Z	Video of Kamala Harris Asked 'Will You Marry Me?' Takes Internet by Storm	The vice president was making a campaign stop in Michigan when she got the question from an attendee at the rally.		
2024-11-01T11:20:27Z	Jennifer Lopez Endorses Kamala Harris for President, Blasts Trump	Kamala Harris trotted out another major celebrity endorsement on Thursday — and this time it was Jennifer Lopez, who blasted Donald Trump for throwing what many perceived as a racist rally at Madison Square Garden. The Democratic presidential…		
2024-10-25T16:33:39Z	JD Vance Demands Kamala Harris To 'Shut The Hell Up' About John Kellys Claims	"Vice Presidential nominee JD Vance threw a fit at General Mark Kelly's revelations regarding Trump's admiration for Hitler.
Then he weirdly demanded that Kamala Harris 'shut the hell up' about it. 
Methinks Hillbilly Vanilli is WAY too emotional to lead.
That…"		
2024-10-24T16:27:56Z	“We’re Distracted”: Kamala Harris Allies Fear She’s Letting Trump Dominate the Final Stretch	Supporters say the VP isn’t hammering Trump hard enough—and her media plays may be too little too late. The campaign is “more worried about her being a liberal,” one notes, “than they are by his behavior or by Project 2025.”		
2024-10-29T14:49:54Z	Here’s how much more Kamala Harris could earn if she wins the election	"Kamala Harris is not in for much of a surprise when it comes to pay if she gets elected come this November. That’s because the presidential salary has stayed the same since before the 21st century—last changing in 1999, under the Clinton administration.
Even …"		
2024-10-18T15:07:51Z	Kamala Harris Put Down A MAGA Heckler And It Was Glorious	"During a rally in La Crosse Wisconsin, VP Harris dispatched a heckler with a few simple words that were graceful, had dignity, and were very funny.
The Vice President was campaigning in a battleground state instead of going to the Al Smith dinner since she's …"		
2024-10-26T07:10:49Z	TMZ TV Hot Take: Mel Gibson Goes After Kamala Harris' IQ	"Mel Gibson has made it clear he's not voting for Kamala Harris come November 5 ... the actor took shots at the Vice President's IQ, comparing it to ""a fence post."" The Oscar winner doled out his unfiltered opinion about the Presidential hopeful…"		
2024-10-18T06:23:03Z	[Removed]	[Removed]		
2024-10-23T16:23:28Z	Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Warren Buffett, Bill Gates Weigh In (Update)	The historically apolitical centibillionaires Warren Buffett and Bill Gates are taking different paths this election cycle.		
2024-10-13T03:55:29Z	SNL Video: Kamala Harris and Donald Trump Battle It Out on Family Feud	Presidential contenders Kamala Harris and Donald Trump settled their differences in classic TV fashion on this week’s Saturday Night Live — by going head-to-head on Family Feud! Saturday’s cold open pitted Maya Rudolph’s Harris and James Austin Johnson’s Trum…		
2024-11-01T17:21:36Z	Kamala Harris, Donald Trump rallying in Wisconsin in final US election push	Rival presidential candidates remain locked in a tight race four days before election day.		
2024-10-28T17:46:04Z	As US politics goes totally off the rails, Kamala Harris says to hell with it, let's start a Fortnite map	2024 keeps giving.		
2024-10-17T15:27:43Z	Watch Kamala Harris’ First Interview on Fox News	Democratic presidential candidate Vice President Kamala Harris sat down for her first-ever formal interview with Fox News on Thursday. The interview conducted by Special Report anchor Bret Baier was pre-recorded but aired in its entirety during the 6 p.m. hou…		
2024-10-17T18:17:01Z	The Most Revealing Exchange of Kamala Harris’ Fox News Interview	Bret Baier’s attacks said a lot more about Trump than Harris.		
2024-10-22T17:52:57Z	Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Steve Ballmer, Jamie Dimon Weigh In (Update)	You won't find endorsements from tech centibillionaires like Steve Ballmer, Jeff Bezos or Bill Gates, but many of the nation's richest have weighed in on the election.		
2024-11-03T01:36:12Z	Cardi B Slams Elon Musk For Calling Her A “Puppet” For Kamala Harris: “Fix My Algorithm”	Grammy-winning rapper Cardi B hit back at Tesla CEO Elon Musk after he called her a “puppet” for the Kamala Harris campaign. In the social media dust-up — made on Musk’s own X platform — a right-wing account posted a clip of the “WAP” singer at a Milwaukee ra…		
2024-10-17T20:45:06Z	Kamala Harris Might Keep Lina Khan at the FTC, After All	If she wins in November, there are indicators that Harris will keep the controversial FTC head, a new report claims.		
2024-10-12T12:00:00Z	Kamala Harris Has More Billionaires Openly Backing Her Than Trump (But Many Are Staying Silent)	The likes of Jeff Bezos and Bill Gates have shied away from offering endorsements like their ultrarich counterpart Elon Musk, but they have shared some thoughts about the two candidates.		
2024-10-29T12:48:27Z	Editorial Writers at L.A. Times & WaPo Resign After Billionaire Owners Block Kamala Harris Endorsements	The Los Angeles Times and The Washington Post announced that they would not be endorsing anyone in the U.S. presidential election this year, breaking decades of precedent and overriding planned endorsements of Kamala Harris. The decisions were ordered by the …		
2024-10-24T15:13:02Z	Beyoncé to Appear at Kamala Harris Rally in Houston Tomorrow: Report	"Fans have long speculated whether the pop star would officially endorse the Democratic nominee.
Beyoncé to Appear at Kamala Harris Rally in Houston Tomorrow: Report
Jonah Krueger"		
2024-10-13T15:06:11Z	Kamala Harris’ Career Of Releasing Murderers And Drug Dealers Proves She Won’t Be ‘Tough On Crime’	Harris' disastrous policies as the San Francisco district attorney increased crime, freed murderers, and cost lives.		
2024-11-01T14:47:00Z	Kamala Harris focuses on reproductive rights at Nevada rally	As Vice President Kamala Harris' campaign comes down the home stretch, she's continuing to slam former President Trump on issues like abortion. CBS News correspondent Lilia Luciano has more.		
2024-10-31T22:32:27Z	This Baseball Cap Celebrates the Dodgers’ Win (and Maybe a Kamala Harris Win Too)	The 'KamaLA' hat combines the VP's name with the Dodgers logo, making for a great pickup whether you're cheering for the team, the presidential candidate, or both		
2024-10-29T17:05:00Z	Kamala Harris And Tim Walz Launch Their Own Fortnite Map	As of today, there are seven days left in the campaign for the U.S. Presidential election. Now, the Democratic ticket headlined by Vice President Kamala Harris and Minnesota Governor Tim Walz is courting the gamer vote by launching their own map on Fortnite.F…		
2024-10-13T18:13:36Z	Exclusive: Juanita Broaddrick Slams Kamala Harris for Enlisting ‘Prolific Sexual Abuser’ Bill Clinton to Boost Campaign	The Harris campaign’s decision to bring “degenerate” former President Bill Clinton back to the political stage is “absolutely unbelievable,” according to Clinton accuser Juanita Broaddrick, who called the 42nd president “the most prolific sexual abuser in his…		
2024-10-29T18:17:13Z	Kamala Harris: Trump's DNA Is All Over Project 2025	In a CBS interview with Norah O'Donnell, Kamala Harris reminds voters to Google Project 2025, Trump's playbook for his presidency that many journalists have forgotten to read. Traditional media outlets continue to fail American voters by letting Donald Trump …		
2024-10-18T17:21:04Z	Kamala Harris Campaigns for the Swiftie Vote With ‘Fearless’ Taylor Swift Snapchat Filter	The Democratic National Committee has also posted billboards in the Miami area, despite it not being a campaign battleground, ahead of the singer's three stadiums shows this weekend		
2024-10-18T11:58:00Z	Nearly 8M Viewers Watched Kamala Harris’ Fox News Interview	The gamble paid off for Vice President Kamala Harris. The Democratic presidential candidate's contentious Wednesday-evening interview on Fox News returned nice dividends from a ratings perspective. (TVNewser) Harris' combative interview on Fox News delivered …		
2024-10-30T15:01:22Z	Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Bezos And Griffin Weigh In (Updated)	"""Even though I have plenty of disagreements with their platform...I am voting for Kamala Harris and Tim Walz,"" Schwarzenegger, the former Republican governor of California, wrote Wednesday."		
2024-10-22T18:58:14Z	Bruce Springsteen, Eminem Will Appear At Kamala Harris Rallies In Swing States	Bruce Springsteen and Eminem both have made some pretty scathing remarks against Donald Trump. That’s good. Still, they’re both white guys from working-class backgrounds who became some of the best-selling artists of all time; both Democrats and Republicans l…		
2024-10-27T23:36:57Z	Michelle Obama’s ‘Little Angry’ Speech Shuts Down MI Kamala Harris Rally, Former First Lady Flames Donald Trump’s Trifling Track Record	Michelle Sets Michigan Crowd Ablaze With The Stakes Of The 2024 Election: ‘A Vote For Him Is A Vote Against Us!’ Michelle Obama came in for the kill in Kalamazoo with a speech that effortlessly ethered Donald Trump’s infinite “incompetence”: “When the America…		
2024-10-29T13:08:34Z	Joe Rogan Open To Kamala Harris Podcast Interview But Only If She Travels To Him	Joe Rogan has said he “really” hopes he can make a podcast interview with Democrat Presidential candidate Kamala Harris happen, but he wants to set the terms of engagement. In a message on social media, Rogan wrote that Harris had “not passed on doing the pod…		
2024-11-03T16:10:21Z	"Kamala Harris Bans Virtual Guns In Her Own ""Freedom Town"" Fortnite Game"	"Kamala Harris Bans Virtual Guns In Her Own ""Freedom Town"" Fortnite Game
 
In the digital era video games are the most consumed form of entertainment by far, and gamers who spent their formative years playing the first generation Nintendo, Sega and Playstation…"		
2024-10-20T23:17:48Z	‘I Do Mean It, Actually’: Trump Town Hall Crowd Loudly Boos As He Wishes Kamala Harris Happy Birthday	"Trump wished Kamala Harris a happy 60th birthday, but the crowd at his Pennsylvania town hall was not as into it and booed her name loudly.
The post ‘I Do Mean It, Actually’: Trump Town Hall Crowd Loudly Boos As He Wishes Kamala Harris Happy Birthday first ap…"		
2024-10-30T15:20:15Z	Kamala Harris Makes Her Closing Argument at the Ellipse	At a rally whose location evoked January 6th, Harris sounded the alarm about Trump’s authoritarian tendencies but refused to linger in the national shame spiral that has formed around him.		
2024-10-13T15:30:36Z	This Market Pro Says Kamala Harris' Unrealized Capital Gains Tax 'Makes No Sense' And Will 'Suck Money Out Of The Market'	Vice President Kamala Harris has endorsed a tax proposal that is lighting up debates everywhere. The 25% minimum tax on total income, including unrealized...		
2024-10-30T18:40:28Z	We Refuse To Go Back. We Endorse Kamala Harris For President.	We can't believe we even need to say this, BUT WE CLEARLY DO.View Entire Post ›		
2024-10-19T20:40:49Z	Reporter Grills Kamala Harris Over Israel-Hamas War: ‘Do You Think You Could Lose the Election Because of Gaza?’	"Vice President Kamala Harris was grilled by a reporter over the recent escalation in the Gaza war following the death of Hamas leader Yahya Sinwar.
The post Reporter Grills Kamala Harris Over Israel-Hamas War: ‘Do You Think You Could Lose the Election Because…"		
2024-11-03T19:07:00Z	Chloë Grace Moretz addresses her sexuality for the first time as she endorses Kamala Harris	"The actor, known for her roles in films such as ""Kick-Ass,"" said she supported legal protections for the LGBTQ+ community ""as a gay woman."""		
2024-10-27T17:01:29Z	Kamala Harris and Donald Trump offer worlds-apart contrasts on top issues in presidential race	This year's U.S. presidential election contrasts Kamala Harris's vision of expanded social and climate policies with Donald Trump's focus on deregulation, fossil fuels, and strong immigration controls, reflecting stark differences on issues like abortion, dem…		
2024-10-26T20:20:00Z	Fake Photo of Kamala Harris in Mcdonald's Uniform	The image turned up on social media amid a political kerfuffle over Vice President Kamala Harris' claim that she once worked at McDonald's.		
2024-10-22T17:00:00Z	Kamala Harris just made a surprise announcement & now everyone’s talking about Beyoncé	Kamala Harris' campaign made a surprise announcement this morning that has everyone talking.		
2024-10-25T22:27:09Z	Leonardo DiCaprio Endorses Kamala Harris, Says Donald Trump “Continues To Deny The Facts” Of Climate Change	Leonardo DiCaprio endorsed Kamala Harris in a video posted to Instagram today, saying that her rival Donald Trump “continues to deny” the facts and science behind climate change. DiCaprio opened the video by noting that the devastating hurricanes that struck …		
2024-10-18T10:00:19Z	Kamala Harris Has Finally Embraced Being a Cop	The label hurt her in 2019, when Democratic politicians were racing to the left. Today she wears it like a badge, writes legal columnist Elie Honig.		
2024-10-16T00:32:26Z	Food, Rent, Electricity Prices Soar Under Joe Biden and Kamala Harris	"Americans have been feeling the pain of rising costs of everyday necessities since President Joe Biden (D) and Vice President Kamala Harris (D) took office in January 2021.
The post Food, Rent, Electricity Prices Soar Under Joe Biden and Kamala Harris appeare…"		
2024-10-17T14:00:47Z	Campaign calculus: the customer is sometimes wrong: Voters won’t thank Kamala Harris for the state of the economy	"Voters won’t thank Kamala Harris for the state of the economy
Why voters are down on America’s remarkable economy
Politicians rarely tell voters they are wrong. For Democrats trying to sell America’s economic success, the temptation must be strong. As our spe…"		
2024-10-20T20:48:59Z	Donald Trump Does Time Working at a McDonald’s to Troll Kamala Harris | Video	"The GOP candidate brags he's now worked ""15 minutes more"" than the vice president
The post Donald Trump Does Time Working at a McDonald’s to Troll Kamala Harris | Video appeared first on TheWrap."		
2024-10-21T15:07:20Z	[Removed]	[Removed]		
2024-10-19T09:50:00Z	There Is a Very Wrong Lesson to Take From Kamala Harris’ Performance Among Black and Latino Voters	The Democratic Party should not give up what has been possibly its most durable asset since the civil rights era.		
2024-10-12T12:39:08Z	Legacy publications are endorsing Kamala Harris. But does it make a difference?	"The News
The Atlantic backed Democratic candidate Kamala Harris for the US presidency on Thursday, the magazine’s fifth endorsement in its 167-year history.
Harris’ devotion to public service, respect for democracy, and belief in the “freedom, equality, and d…"		
2024-10-27T17:56:04Z	Beyoncé urges Americans to support Kamala Harris	".@Beyonce endorses @KamalaHarris: ""I'm not here as a celebrity. I'm not here as a politician. I'm here as a mother. A mother who cares deeply about the world my children and all of our children live in. A world where we have the freedom to control our bodies.…"		
2024-10-16T21:22:43Z	Report: Kamala Harris Would Import 12.3 Million Migrants	"President Kamala Harris could import almost four million migrants in 2025 -- and 12.3 million migrants during her four years -- by continuing President Joe Biden's policies, according to a report by pro-migration advocates.
The post Report: Kamala Harris Woul…"		
